,id,source,destination,surge_multiplier,price,cab_type,datetime,short_summary,distance
410865,ad9925c5-ed65-4570-a218-a84a4da8f070,Beacon Hill,Northeastern University,1.0,16.5,Lyft,2018-11-29 21:02:56, Partly Cloudy ,2.46
605949,b14a3310-e216-4141-9d09-4c77bdc4f91d,North Station,Haymarket Square,1.0,8.0,Uber,2018-11-28 20:41:08, Overcast ,0.56
423711,85df2497-69d9-4fc9-88f0-916b8413cf30,Haymarket Square,Financial District,1.0,27.5,Uber,2018-12-18 09:05:06, Overcast ,0.99
600488,73efe026-ada2-4f23-8860-0aac9dfda4d4,Haymarket Square,Financial District,1.0,26.0,Lyft,2018-12-03 20:43:02, Mostly Cloudy ,0.89
403488,aae91b9c-4ee4-4903-8b14-1380daec04d4,North Station,South Station,1.0,5.0,Lyft,2018-11-27 21:00:23, Mostly Cloudy ,2.15
10689,7cb51b3b-968e-4138-ae4d-7d2c7ba2df46,South Station,West End,1.0,16.5,Uber,2018-12-02 08:03:01, Possible Drizzle ,1.63
566818,5547730e-d83c-4230-88fa-2451749439b2,West End,Boston University,1.0,10.5,Uber,2018-12-18 01:55:05, Mostly Cloudy ,2.8
379982,01af5838-3987-454b-831d-5932955121cd,South Station,Financial District,1.0,26.0,Lyft,2018-12-14 13:00:05, Clear ,0.63
370401,0e9009d5-61dc-426c-b6a2-3dd8414ba9c1,North End,West End,1.0,7.0,Uber,2018-12-14 09:10:10, Partly Cloudy ,1.11
610687,b615da36-6386-4f6f-9688-12ff28a78437,Boston University,North Station,1.0,17.5,Uber,2018-12-01 19:33:05, Partly Cloudy ,3.39
41947,c9c8c20a-206c-4a4e-867f-ad0990f4d2e8,West End,Fenway,1.0,9.5,Uber,2018-12-03 23:03:00, Clear ,2.84
405510,d2baccc0-24e7-4989-bda0-d1efc66b4d9b,West End,Haymarket Square,1.0,5.0,Lyft,2018-12-01 05:33:01, Mostly Cloudy ,0.87
231223,76178ad8-d72b-41ad-b5ec-982a27336261,Fenway,Back Bay,1.0,26.0,Lyft,2018-11-28 22:18:41, Overcast ,1.48
38154,7c562bec-dfbd-4fe4-b533-b72ae240f024,Northeastern University,Back Bay,1.0,13.0,Uber,2018-11-27 02:18:21, Rain ,1.65
494529,b3cf4664-2175-49a1-9f91-4f59663421e3,North End,Back Bay,1.0,10.5,Lyft,2018-12-15 10:45:09, Overcast ,2.52
49794,76b609a9-c5da-4a78-8ba5-a2f4226aea95,Northeastern University,Financial District,1.0,38.5,Uber,2018-12-03 18:53:02, Overcast ,4.57
491841,c63e797c-8ad3-4948-9228-a7b0d1b26685,Beacon Hill,Fenway,1.0,15.0,Uber,2018-12-18 08:10:05, Overcast ,2.32
484843,ee2538ac-b7e4-4e20-ae49-b8cf2a33bfad,Boston University,Theatre District,1.0,19.5,Lyft,2018-12-18 14:10:11, Mostly Cloudy ,2.92
495925,81cf104d-7810-4c1d-ae77-73dad62f662d,Fenway,West End,1.25,19.5,Lyft,2018-12-16 23:55:12, Light Rain ,2.83
364485,b31b0543-7075-416c-9fb6-956e73d25c2f,Financial District,Fenway,1.0,28.0,Uber,2018-12-17 03:35:07, Light Rain ,4.48
402496,723aa4c6-5d38-48b4-a44b-46644ae782c8,Theatre District,South Station,1.0,7.0,Uber,2018-11-30 05:13:01, Clear ,0.55
203377,95e36dc4-30b5-4916-a185-a3a702aeb8fe,South Station,Back Bay,1.0,32.5,Lyft,2018-12-03 10:47:59, Overcast ,2.16
170455,032a4f15-dda7-4d4c-b128-ac58a8358a2f,Beacon Hill,North End,1.0,27.5,Lyft,2018-12-01 22:08:06, Partly Cloudy ,2.07
76607,f55de9a9-6779-4b58-8bd1-bf95be2be57e,Financial District,Haymarket Square,1.0,13.0,Uber,2018-12-17 20:25:18, Mostly Cloudy ,1.26
281662,8f90c9ea-8e85-44ed-9569-f709691c39a3,Financial District,Boston University,1.0,32.5,Uber,2018-12-17 11:55:05, Overcast ,4.44
151292,e4847781-e973-4d74-82a5-f709420abf83,Beacon Hill,Haymarket Square,1.0,26.0,Lyft,2018-12-01 03:03:02, Mostly Cloudy ,1.37
11996,ae7aa2e0-c1b8-4cf6-8cc2-abc29a5f5735,Fenway,Theatre District,1.0,16.5,Lyft,2018-12-17 16:40:11, Overcast ,2.75
56435,30c5b730-8568-4a29-b236-c572a91f9e50,Theatre District,South Station,1.0,16.5,Lyft,2018-11-30 06:33:02, Clear ,0.59
191314,40b26a54-1edc-44fd-ac67-81d90c7df9fc,Beacon Hill,Boston University,1.0,30.0,Lyft,2018-11-30 02:32:57, Clear ,2.27
26773,41c2e50d-0e71-4ff3-923a-d3aeab0d5d8c,South Station,Back Bay,1.0,16.5,Lyft,2018-11-29 02:11:08, Mostly Cloudy ,2.15
3877,648741a1-c5a1-4e4c-8fbf-2f6b225a7e00,North End,Theatre District,1.0,8.5,Uber,2018-11-29 09:17:57, Mostly Cloudy ,1.41
532374,24201e2d-82a0-4d35-bf1a-36dd7cf8e90c,South Station,Back Bay,1.0,12.5,Uber,2018-12-16 10:15:06, Overcast ,3.54
385488,ed81ee9a-a27c-40eb-901e-7c6b22282415,South Station,Financial District,1.0,5.0,Lyft,2018-11-29 15:53:01, Partly Cloudy ,0.58
638498,0a4dd68a-a1f9-450b-a22d-98f30e6fdc67,North Station,South Station,1.0,5.0,Lyft,2018-11-28 00:30:22, Clear ,2.09
258057,f202660d-1aed-4a0b-8b3d-c860323683a5,Haymarket Square,Financial District,1.0,6.5,Uber,2018-11-27 00:27:14, Rain ,0.99
595287,0bfb19fd-9dde-4b16-8ed7-e56a42eee1c4,Boston University,Theatre District,1.0,5.0,Lyft,2018-11-28 14:01:23, Partly Cloudy ,2.96
305918,00d9bd2c-a626-438f-b28e-750ff3cadc7f,Northeastern University,Back Bay,1.0,16.5,Uber,2018-11-30 23:08:08, Overcast ,1.64
99415,a2910eea-46f8-49e5-9de7-fda8bc407f95,Northeastern University,North Station,1.0,15.0,Uber,2018-12-14 20:35:06, Partly Cloudy ,3.07
73366,249a63db-4a25-43b1-8dd2-21bcffdc9d08,Back Bay,North End,1.0,9.5,Uber,2018-12-01 03:32:58, Mostly Cloudy ,3.4
523379,89228378-1a72-4f94-9fc7-5bcd3157ff6a,Fenway,Financial District,1.0,45.5,Lyft,2018-12-15 21:10:03, Partly Cloudy ,4.23
518819,e08a6d4a-4d66-4f87-8dd3-ce7acf78f734,Fenway,Theatre District,1.0,16.5,Lyft,2018-12-14 04:35:12, Overcast ,2.74
577957,c4d6fd8b-6cb8-46de-b724-b0532171264b,Beacon Hill,Northeastern University,1.0,16.5,Lyft,2018-11-27 09:27:21, Light Rain ,2.06
202720,c80f8bb6-6406-48cd-8cd7-d727cd033bba,Boston University,Theatre District,1.0,19.0,Uber,2018-12-02 17:08:02, Light Rain ,2.98
510609,1ead3825-2a3b-4956-b8e2-68f11d72b293,Theatre District,Haymarket Square,1.0,9.0,Uber,2018-11-27 16:57:22, Overcast ,1.61
355318,35f8cc81-bc7e-4949-b409-029087138834,Back Bay,North End,1.0,7.0,Lyft,2018-11-28 15:41:25, Mostly Cloudy ,2.45
339117,e1a1da85-dbc9-47e1-8397-f91a73a5094d,West End,Northeastern University,1.0,34.5,Uber,2018-12-04 02:48:03, Partly Cloudy ,3.08
517186,4559c95f-9368-4e61-8671-d65bb8ea183b,Financial District,Boston University,1.0,15.5,Uber,2018-12-15 05:55:05, Overcast ,5.56
429024,c9d0a716-548f-4997-9885-018a8173d6f3,Fenway,West End,1.0,10.5,Uber,2018-12-02 19:43:01, Light Rain ,2.71
241598,464fb808-6d31-4177-aac9-351b20255fbc,North Station,Boston University,1.0,10.5,Uber,2018-12-15 19:40:13, Clear ,3.01
31807,9ef1b483-25e3-49d5-9521-ae3d6932be12,West End,Boston University,1.0,10.5,Uber,2018-11-29 04:29:38, Mostly Cloudy ,2.8
218019,f8a97cc3-1004-4fed-b27d-849a6503a534,Haymarket Square,Back Bay,1.0,10.0,Uber,2018-11-28 09:48:19, Partly Cloudy ,2.3
220604,7063f42e-a314-4568-82d3-2519e02246d0,Back Bay,North End,1.0,7.0,Lyft,2018-12-16 16:25:05, Overcast ,2.99
660864,691364c8-1e6a-435a-a073-99eba65daa81,South Station,Financial District,1.0,15.0,Uber,2018-11-27 15:09:22, Overcast ,0.63
512532,a6bd27e2-2a40-42b5-b8d1-3dfae08f2e94,Northeastern University,North Station,1.0,9.5,Uber,2018-11-28 15:31:26, Mostly Cloudy ,3.22
642857,ab2cc33e-963d-48e7-90fb-a7eb3c0374d8,North End,Theatre District,1.0,22.5,Lyft,2018-11-30 13:57:56, Clear ,1.51
427941,d7df3190-4dc4-4345-952e-6ab6f46c56ed,West End,North End,1.0,10.5,Lyft,2018-11-29 16:27:58, Mostly Cloudy ,0.99
538919,d52bd92c-3f0b-4d11-8e1e-629cf10b68b0,Financial District,North End,1.0,11.5,Uber,2018-12-14 17:55:05, Partly Cloudy ,1.21
444576,f73845f8-b794-4ad6-bdf5-9edfd3891fd0,Boston University,Theatre District,1.0,10.5,Uber,2018-12-13 04:30:06, Clear ,2.45
682701,a69b70a8-af7f-442b-ba47-6b8a8e841edc,Boston University,North Station,1.0,38.5,Lyft,2018-12-16 16:30:06, Overcast ,3.53
374401,242e6b49-03b5-4742-a6a1-2f947cc72a33,Back Bay,Northeastern University,1.0,7.0,Lyft,2018-12-18 10:50:13, Mostly Cloudy ,1.04
643734,dbb7abc6-8984-454f-9f03-7e8e98c01410,Boston University,Theatre District,1.5,16.5,Lyft,2018-12-18 15:50:08, Partly Cloudy ,2.5
172304,64fe8821-539a-4ef2-a16a-d9a50dbbeb47,Theatre District,North End,1.0,30.0,Lyft,2018-12-03 09:23:00, Overcast ,1.83
81851,1e810a2d-e749-4842-a470-4e54ef02ffa2,Northeastern University,Back Bay,1.75,30.0,Lyft,2018-11-28 14:23:07, Partly Cloudy ,1.54
692652,44720440-1b09-4fa3-8c68-49f8fb8ad41e,Financial District,Northeastern University,1.0,19.5,Lyft,2018-11-29 15:47:57, Partly Cloudy ,3.22
267636,ab04d6d5-55aa-45f1-b94c-e819a6d6e9b3,Boston University,Theatre District,1.0,16.5,Lyft,2018-11-27 12:27:23, Light Rain ,2.96
593490,b92321ef-db93-439b-a70e-87ea7b8c409f,South Station,West End,1.0,9.5,Uber,2018-12-14 02:55:10, Overcast ,2.74
674775,b3b1f33a-49af-4db9-b191-e9cbc308de97,North Station,Haymarket Square,1.0,6.5,Uber,2018-12-01 14:58:03, Partly Cloudy ,0.56
238199,a220e3b7-eb1f-4385-9b5a-4275ba0e15f2,Fenway,Beacon Hill,1.0,9.5,Uber,2018-11-27 19:09:23, Mostly Cloudy ,2.48
174063,cd8b576e-da15-4f8f-812e-fb6942119518,Haymarket Square,West End,1.0,7.0,Lyft,2018-12-18 16:50:08, Partly Cloudy ,0.71
222289,c6564921-d734-4724-a29c-efafa5fed814,Fenway,North Station,1.0,34.0,Uber,2018-12-14 23:50:05, Mostly Cloudy ,3.07
305637,4bd6fd51-cf74-448b-a582-142f872a9936,Fenway,Back Bay,1.0,16.5,Uber,2018-12-18 13:35:07, Mostly Cloudy ,1.5
529622,48fdc5a0-dc57-4c7d-b311-33283b3feb91,Fenway,Financial District,1.0,26.0,Uber,2018-11-27 15:00:22, Overcast ,3.63
624867,ae760eb5-ef69-4f98-b5c5-e262d29eff3a,South Station,Back Bay,1.0,11.0,Uber,2018-12-02 22:43:03, Overcast ,3.44
483206,e1eebb3f-f6d7-4d48-bb3b-16f4b7ffb983,Northeastern University,Financial District,1.0,27.5,Lyft,2018-12-17 05:00:10, Drizzle ,3.91
257635,cd89eeac-bf2e-4d70-b46f-bfc32aedf8d9,Beacon Hill,North End,1.0,22.5,Lyft,2018-12-16 22:05:09, Possible Drizzle ,2.05
304737,5724d505-c3e3-4a7e-ae37-e0cd1b2840b0,Back Bay,South Station,1.0,7.0,Lyft,2018-12-16 01:30:05, Partly Cloudy ,1.34
255350,df4c1a5e-a1f3-47a3-bd2f-44f1ae69a1eb,Theatre District,North End,1.0,9.0,Lyft,2018-11-28 14:59:07, Partly Cloudy ,1.73
131322,568aabc3-a0a2-4866-b755-efa2cd9475a6,Fenway,Beacon Hill,1.0,10.5,Uber,2018-12-17 21:10:11, Mostly Cloudy ,2.48
612176,e76cfde7-fd71-47f8-8d21-0f0712e4ae5b,Theatre District,Boston University,1.0,26.0,Lyft,2018-11-28 12:01:24, Mostly Cloudy ,3.15
126015,e20c8290-48c8-4ca6-9ea2-0c62536b2729,Theatre District,Fenway,1.0,7.0,Lyft,2018-12-16 04:35:10, Clear ,3.19
10605,8c164be2-7156-413c-adb7-88c17e0143bb,Boston University,West End,1.0,9.5,Uber,2018-12-13 22:10:09, Mostly Cloudy ,3.04
100251,a37a230e-419f-4238-8337-11fd7c6f3eef,Back Bay,North End,1.0,34.0,Lyft,2018-11-27 00:30:15, Rain ,3.02
350475,60daf052-da5e-4718-884f-c8df3dd5d0dd,Fenway,Theatre District,1.0,19.5,Lyft,2018-12-15 04:10:09, Overcast ,2.51
501885,cfab1c0d-d384-4b93-8c98-fb3b9fed0d12,Back Bay,Northeastern University,1.0,9.0,Lyft,2018-11-27 15:21:22, Overcast ,1.04
399707,de2c8464-36a2-4a35-8123-ad9fc7ec6b0d,Boston University,West End,1.0,19.5,Lyft,2018-11-29 09:22:55, Mostly Cloudy ,3.15
335332,4f05d3d5-8aae-4589-bc8b-a0d5daa1070c,Beacon Hill,South Station,1.0,9.5,Uber,2018-12-01 12:38:02, Partly Cloudy ,2.48
126098,9e152cd9-4503-4cc5-91ba-30dabb57745b,Back Bay,Haymarket Square,1.0,21.5,Uber,2018-12-04 01:03:02, Partly Cloudy ,2.2
325013,0d3b847f-d92b-43a8-bc6b-e2a6c512e080,Back Bay,Northeastern University,1.0,13.5,Lyft,2018-11-30 12:08:01, Clear ,1.08
392385,4bf0f2f5-5f77-4c4b-b6ce-c487f51cbcff,North End,Theatre District,1.0,9.5,Uber,2018-11-28 16:50:07, Mostly Cloudy ,1.41
64102,720e4770-512b-42f1-9df8-d4115b28c744,Northeastern University,North Station,1.0,25.0,Uber,2018-11-27 03:42:22, Rain ,3.22
615052,d938333b-1023-4584-ad54-b43326d6b8d0,Fenway,West End,1.0,10.0,Uber,2018-12-17 09:50:09, Drizzle ,2.72
326216,a916e794-f6f9-4137-914f-f053dfa9911e,North End,West End,1.0,7.5,Uber,2018-11-26 10:20:10, Foggy ,1.11
84413,161a4883-6f6e-4d7b-ba03-996db6bb52d7,Theatre District,Fenway,1.0,15.0,Uber,2018-11-28 21:53:07, Overcast ,2.66
91414,89887899-26aa-4af6-b967-29a502b4543d,Northeastern University,Back Bay,1.0,9.0,Uber,2018-12-18 01:15:10, Mostly Cloudy ,1.64
56511,ecbbe00f-1dde-41f1-83cf-227633fc21cc,South Station,Theatre District,1.0,9.0,Lyft,2018-12-02 21:03:01, Possible Drizzle ,1.18
336016,0dba7e8e-a662-4c2a-8480-e9fc9e47e05f,Financial District,Haymarket Square,1.0,7.0,Uber,2018-12-15 13:25:11, Overcast ,1.25
692285,14b55c4b-8c43-4ed5-b776-da6b2c2d1d3d,Theatre District,Fenway,1.0,21.5,Uber,2018-11-29 11:42:57, Partly Cloudy ,2.66
337126,e7d1f8bd-f44f-4da3-bbf8-d4d0273f93ae,Boston University,North Station,1.0,27.5,Lyft,2018-11-30 07:32:59, Clear ,3.5
444511,0fbfe215-db2f-4e98-8025-e1b1254a3f4f,South Station,Back Bay,1.0,32.5,Lyft,2018-11-29 01:23:07, Mostly Cloudy ,2.3
506027,4c707156-6940-47c6-b639-082d99be6ed9,Northeastern University,Financial District,1.0,30.0,Lyft,2018-12-13 05:45:08, Clear ,3.28
118442,30327bb8-b028-4d32-a3e9-44a4fb1c818b,Financial District,Haymarket Square,1.0,7.0,Lyft,2018-11-28 17:59:08, Overcast ,0.94
146367,489ec440-0130-4b3a-b2e3-ebb06ac28449,North Station,North End,1.0,25.0,Uber,2018-11-27 05:36:23, Rain ,0.9
411085,c743816c-4383-4a23-938b-80c6bdf07e94,Fenway,Theatre District,1.0,26.0,Lyft,2018-11-29 23:03:09, Partly Cloudy ,2.68
532588,330801b0-862c-4906-aaa3-308ccf3d9c34,Haymarket Square,Back Bay,1.0,15.5,Uber,2018-12-02 04:03:00, Mostly Cloudy ,2.3
14909,13873ef0-ca92-46e6-b8e7-a32807cc635e,Beacon Hill,Fenway,1.0,9.0,Lyft,2018-12-03 12:37:57, Overcast ,2.41
258290,4af794e2-548d-4c0c-8199-2fffebd7d6ac,North End,North Station,1.0,3.0,Lyft,2018-12-02 01:18:01, Clear ,1.09
160523,024e6afc-91a7-4acf-b750-5fd39021b307,West End,Northeastern University,1.0,27.5,Lyft,2018-12-01 01:13:02, Overcast ,3.05
644574,d3268bb2-8238-4532-89fd-936d6c7b338b,South Station,Theatre District,1.0,8.0,Uber,2018-11-28 01:00:23, Clear ,1.3
618842,a45ddf76-0e49-4766-89e1-174a88d70baa,Theatre District,Northeastern University,1.0,18.5,Uber,2018-12-16 23:30:07, Light Rain ,1.8
47427,9ffad1a2-c9e2-4fc1-966f-5f44af7957dd,Back Bay,Northeastern University,1.0,14.5,Uber,2018-11-27 00:24:14, Rain ,1.1
13568,0f9ea32a-93c5-43eb-b655-351b08b01365,Back Bay,Haymarket Square,1.0,20.5,Uber,2018-12-02 04:03:04, Mostly Cloudy ,3.79
667909,63dbcbc5-077f-4467-b398-6247cbd68841,South Station,North Station,1.0,8.5,Uber,2018-11-28 13:14:07, Partly Cloudy ,2.38
664888,3c06e5d0-dd2d-4401-b029-6fe135329da7,Financial District,Boston University,1.0,30.0,Lyft,2018-11-26 12:02:10, Overcast ,5.2
281789,541286e9-0935-4ce5-a29d-a4a3f97c7317,North Station,Northeastern University,1.0,49.5,Uber,2018-11-29 16:48:06, Mostly Cloudy ,3.42
194058,4823c6c5-3f92-4843-94a8-06e5bee203d3,Boston University,Financial District,1.0,32.5,Lyft,2018-12-17 09:20:10, Drizzle ,4.62
637990,e8c02f86-2b35-45c8-9e4c-0620a6fa33bd,Haymarket Square,Back Bay,1.0,8.5,Uber,2018-12-16 21:20:10, Overcast ,1.79
21282,826a0b21-6fe1-4fb2-a894-7004162538e9,Financial District,Haymarket Square,1.0,11.0,Lyft,2018-12-14 02:40:11, Overcast ,1.1
90890,93e5a201-f9d7-42ac-accd-b3b883d540da,Boston University,Beacon Hill,1.0,31.5,Uber,2018-12-13 04:29:59, Clear ,2.79
307459,3c3a0c2a-99b4-414e-87ea-6edbafb56f2a,Beacon Hill,Boston University,1.0,27.0,Uber,2018-11-26 21:05:10, Overcast ,2.27
587959,33c1764c-b677-454f-baf7-32809a4d48f2,Back Bay,South Station,1.0,11.0,Lyft,2018-12-18 07:45:09, Overcast ,1.36
634064,c66017dc-0857-452c-b7b6-2c1691766a41,North End,Beacon Hill,1.0,30.5,Uber,2018-11-27 11:51:23, Light Rain ,2.67
170394,8fb83116-ccef-4ac6-bfb3-2f90fd9f4e53,North Station,Haymarket Square,1.0,16.5,Lyft,2018-11-27 02:12:23, Rain ,1.61
217157,a8416a79-c6ca-4766-b120-d3f3c9febdcc,Northeastern University,North Station,1.0,13.5,Lyft,2018-11-28 00:18:23, Clear ,3.27
32957,e054e294-a0b2-4ab5-8f29-d6363b3c99c0,Financial District,North End,1.0,16.5,Lyft,2018-12-15 03:50:11, Overcast ,1.26
298634,ee666dac-c62f-408d-b1d0-53503e58932a,Beacon Hill,Northeastern University,1.0,13.5,Lyft,2018-12-02 13:53:03, Light Rain ,2.46
614388,efccff64-b5a4-49bc-ba7c-b89c6bb3bb26,Theatre District,Haymarket Square,1.0,8.5,Uber,2018-12-03 23:08:01, Clear ,1.61
20612,5fb940ca-24b4-4b91-b42e-9b4de57cd54e,Boston University,Beacon Hill,1.0,32.5,Lyft,2018-12-14 00:15:06, Overcast ,2.62
452444,f6512b13-f0c9-4594-94d8-77d1c5414e69,North End,Back Bay,1.0,19.5,Lyft,2018-11-27 22:51:23, Partly Cloudy ,3.43
503149,5dc86c44-89ef-4f88-b7c0-b1b39199e322,North Station,North End,1.0,16.5,Lyft,2018-11-27 22:03:22, Partly Cloudy ,1.07
210302,05e9f8d5-bfbc-44cb-8f89-db29c98e51a6,Financial District,Northeastern University,1.0,15.0,Uber,2018-12-03 05:17:55, Foggy ,3.3
52131,e605e9b6-f0b7-4bf6-9a33-3ddc675a4879,Haymarket Square,Theatre District,1.0,11.0,Lyft,2018-11-30 17:33:04, Mostly Cloudy ,1.25
653854,5afec53f-0002-499c-a90f-8156ca396636,South Station,Financial District,1.0,16.0,Uber,2018-12-17 01:45:14, Rain ,0.63
280079,4deaf52b-3ee0-47b2-a4eb-a492d9a24713,Boston University,Back Bay,1.0,26.0,Lyft,2018-11-28 21:17:07, Overcast ,1.49
464585,f90f664b-0f77-4711-b78c-e5f794c83f6c,Theatre District,Northeastern University,1.0,20.5,Uber,2018-11-29 23:27:55, Partly Cloudy ,1.8
279057,8c30c0d3-776b-44ac-b895-dca15134fa67,Theatre District,Fenway,1.0,23.0,Uber,2018-12-16 16:00:09, Overcast ,2.66
614732,94a2a660-28d4-45f1-9251-f81547ad180e,North Station,Fenway,1.0,9.0,Lyft,2018-12-02 16:52:59, Light Rain ,3.17
88417,ae5a00a6-8929-4603-8e66-448f965d59a9,Northeastern University,Back Bay,1.0,13.0,Uber,2018-11-28 13:56:25, Partly Cloudy ,1.64
673307,882bfc56-710d-4e75-a7d8-265d0e45e4a4,Boston University,Theatre District,1.0,20.5,Uber,2018-12-16 09:40:08, Mostly Cloudy ,2.4
136386,7df8fd24-45ad-4fab-ade5-dcf90c705652,South Station,Theatre District,1.0,13.5,Lyft,2018-12-14 09:50:12, Partly Cloudy ,1.1
242328,c5f53093-376f-40fc-83e0-377867ddb43a,Haymarket Square,Back Bay,1.0,7.0,Lyft,2018-12-02 15:18:02, Light Rain ,2.39
310826,a47be9cb-f64d-4d0a-9046-04e7bffccd73,North End,Beacon Hill,1.0,16.5,Lyft,2018-12-18 14:00:11, Mostly Cloudy ,1.82
553508,a0f1902c-ad20-4c58-b3dc-3a295b71c511,West End,Haymarket Square,1.0,7.0,Lyft,2018-12-16 10:30:13, Overcast ,0.89
339414,d7d8d25a-024b-4b16-a9ec-dec056226194,Beacon Hill,North End,1.0,15.5,Uber,2018-12-15 16:50:03, Partly Cloudy ,1.87
281880,1c99d8fd-7c52-4764-b72a-714839944962,West End,Fenway,1.0,9.5,Uber,2018-12-01 12:17:57, Partly Cloudy ,2.84
152925,44a2b3ad-fce2-4922-8b41-6f0e01ce3879,Beacon Hill,South Station,1.0,8.5,Uber,2018-11-28 18:02:08, Overcast ,2.48
193744,6142656e-95bd-4566-8a61-28bb8c7cd566,West End,Boston University,1.0,23.0,Uber,2018-12-15 22:45:07, Partly Cloudy ,2.8
94477,f83b80cf-ee4e-4402-b879-7cb3b2377aca,North End,Beacon Hill,1.0,8.5,Uber,2018-12-18 16:15:12, Partly Cloudy ,1.46
188476,ca1fe581-e0ea-406d-b831-ed0c923b17fc,South Station,North Station,1.0,26.0,Lyft,2018-12-16 03:50:08, Clear ,1.9
33973,b8853889-7d57-4d43-93e5-fc9be9a15b8a,Beacon Hill,Fenway,1.0,13.5,Lyft,2018-12-16 23:15:08, Light Rain ,2.36
32646,146d02cf-7cbc-455e-a1f5-156b182eed16,South Station,North Station,1.0,28.0,Uber,2018-11-29 07:57:58, Mostly Cloudy ,2.38
306154,e0993992-2e73-49a8-9fd2-2677178af2ae,Boston University,Back Bay,1.0,26.0,Lyft,2018-11-28 14:31:25, Partly Cloudy ,1.49
190210,b8481f0f-ef14-4b9a-83af-580a0e415009,Fenway,Beacon Hill,1.0,11.0,Lyft,2018-11-29 19:07:55, Mostly Cloudy ,2.43
198625,cc15f337-98e6-4259-a7e4-f085d7434cd6,Theatre District,Boston University,1.0,11.5,Uber,2018-11-26 16:02:09, Overcast ,2.62
223656,9b178fe3-3c7c-4d5c-8481-162517488f13,North End,North Station,1.0,11.0,Uber,2018-12-13 15:55:09, Partly Cloudy ,0.92
196808,92b17a1a-79d6-405d-a02f-f605711e1c4e,Financial District,Boston University,1.0,9.0,Lyft,2018-12-17 14:00:12, Overcast ,5.28
51740,6f678368-023d-4a75-9d3a-cbbd2f2bd3c8,North Station,Northeastern University,1.0,37.0,Uber,2018-11-30 06:38:01, Clear ,3.3
100165,1829ee11-8b6a-400a-95f4-89c81f9b5a15,Haymarket Square,Theatre District,1.0,13.5,Lyft,2018-12-17 02:10:03, Light Rain ,1.27
298617,076ed296-1b1b-4de6-973d-4c51a9e42436,Haymarket Square,Financial District,1.0,10.5,Lyft,2018-11-27 15:18:23, Overcast ,0.71
293623,085439c0-f3ec-4618-a435-59a23a4efada,Back Bay,Haymarket Square,1.0,16.5,Lyft,2018-12-18 17:35:12, Clear ,2.31
483240,0460736a-1f34-41ce-ab64-5c54b243e3d1,Haymarket Square,North Station,1.0,7.0,Uber,2018-12-18 06:30:05, Overcast ,0.49
14248,b4bd404d-21e2-4beb-a1d9-eaab6cecc4e4,Fenway,West End,1.0,19.5,Lyft,2018-12-01 12:28:04, Partly Cloudy ,2.8
421670,b581fa96-e7d8-4980-a913-c04d45fab031,Haymarket Square,West End,1.0,16.5,Lyft,2018-12-16 06:20:06, Clear ,0.65
562275,14c8a2cf-7e72-4554-959c-f5992c663bcf,Back Bay,South Station,1.25,13.5,Lyft,2018-12-17 21:25:11, Mostly Cloudy ,1.85
436644,c10b03a2-9cc0-4b0b-9747-f0811a8a2c1d,South Station,Financial District,1.0,6.5,Uber,2018-12-14 21:40:09, Mostly Cloudy ,0.54
209339,9db387c9-1f16-4d9b-a41b-b4b3e2df0c82,Back Bay,North End,1.0,13.0,Uber,2018-12-01 09:47:57, Mostly Cloudy ,3.4
71398,556750f7-9fbd-42e6-8853-6e610b7a3d16,Haymarket Square,Theatre District,1.0,15.0,Uber,2018-11-28 20:35:08, Overcast ,1.16
622275,075123b0-04fd-468d-b518-1c39c5cdc845,West End,Boston University,1.0,16.5,Lyft,2018-11-27 20:09:22, Mostly Cloudy ,2.91
393509,4226f92c-1458-44d2-aac8-4c34cb1dd097,North End,West End,1.0,16.5,Lyft,2018-11-27 16:39:23, Overcast ,1.18
608234,f6811d91-40ed-4f87-9502-73ba0e99ec76,North Station,North End,1.0,16.0,Uber,2018-12-16 22:10:10, Possible Drizzle ,0.94
502373,71a8d872-4139-4150-b0c8-dfcf6f0e8700,Beacon Hill,Haymarket Square,1.0,13.0,Uber,2018-11-29 11:13:00, Partly Cloudy ,1.35
131240,2557d9f1-7a26-45ee-9f8c-ffce6e5ee83f,South Station,North Station,1.0,13.5,Lyft,2018-12-01 14:43:02, Partly Cloudy ,1.69
639626,3aff1fe5-f9a3-401a-9222-ef15f065cc3d,West End,Boston University,1.0,10.0,Uber,2018-12-17 09:10:11, Drizzle ,2.8
625696,6a33c064-8fb2-434b-bd3c-a7d85b23e79f,Boston University,North Station,1.0,26.0,Lyft,2018-11-28 09:40:34, Partly Cloudy ,3.49
536382,6b62cc80-12aa-48e7-97a7-de0370fbb10f,North End,North Station,1.0,5.0,Lyft,2018-11-29 01:38:08, Mostly Cloudy ,1.13
388186,6b891f01-cb5d-488e-9e9a-8cbf9cee23c5,Financial District,Haymarket Square,1.0,7.0,Uber,2018-11-28 21:47:07, Overcast ,0.92
16258,9851ba2e-b186-4e02-815c-5219ee3a0c97,Northeastern University,Beacon Hill,1.0,9.0,Uber,2018-12-15 18:40:15, Partly Cloudy ,2.73
485241,1f16d6f3-950a-45cb-8dcc-42971e4379ff,West End,Northeastern University,1.0,18.5,Uber,2018-12-02 22:17:56, Overcast ,3.08
